donor	stratum	population	fold	universe	variant_class	arm	n	site_present	called	correct	nonref_n	nonref_correct
NA21106	SAS	GIH	3	frozen_HPRC_sites	truth_SV_length	old_hprc	63	63	63	52	63	52
NA21106	SAS	GIH	3	frozen_threeway_SNV	ALL	full	50534	50534	50534	50497	10207	10184
NA21106	SAS	GIH	3	frozen_threeway_SNV	ALL	hprc	50534	50534	50534	50498	10207	10182
NA21106	SAS	GIH	3	frozen_threeway_SNV	ALL	linear	50534	50534	50534	50491	10207	10164
NA21106	SAS	GIH	3	frozen_threeway_SNV	ALL	old_full	50534	50534	50534	50503	10207	10184
NA21106	SAS	GIH	3	frozen_threeway_SNV	ALL	old_hprc	50534	50534	50534	50498	10207	10182
NA21106	SAS	GIH	3	frozen_threeway_SNV	SNV	full	50534	50534	50534	50497	10207	10184
NA21106	SAS	GIH	3	frozen_threeway_SNV	SNV	hprc	50534	50534	50534	50498	10207	10182
NA21106	SAS	GIH	3	frozen_threeway_SNV	SNV	linear	50534	50534	50534	50491	10207	10164
NA21106	SAS	GIH	3	frozen_threeway_SNV	SNV	old_full	50534	50534	50534	50503	10207	10184
NA21106	SAS	GIH	3	frozen_threeway_SNV	SNV	old_hprc	50534	50534	50534	50498	10207	10182
NA21106	SAS	GIH	3	shared_new_sites	ALL	full	85233	85233	85232	84906	17585	17307
NA21106	SAS	GIH	3	shared_new_sites	ALL	hprc	85233	85233	85233	84906	17585	17303
NA21106	SAS	GIH	3	shared_new_sites	ALL	old_full	85233	70324	70322	70077	17585	14761
NA21106	SAS	GIH	3	shared_new_sites	ALL	old_hprc	85233	85022	85022	84693	17585	17283
NA21106	SAS	GIH	3	shared_new_sites	SNV	full	70325	70325	70325	70250	13079	13027
NA21106	SAS	GIH	3	shared_new_sites	SNV	hprc	70325	70325	70325	70239	13079	13011
NA21106	SAS	GIH	3	shared_new_sites	SNV	old_full	70325	57915	57915	57852	13079	11150
NA21106	SAS	GIH	3	shared_new_sites	SNV	old_hprc	70325	70170	70170	70082	13079	13005
NA21106	SAS	GIH	3	shared_new_sites	SV_length_site	full	288	288	287	255	154	121
NA21106	SAS	GIH	3	shared_new_sites	SV_length_site	hprc	288	288	288	260	154	126
NA21106	SAS	GIH	3	shared_new_sites	SV_length_site	old_full	288	235	234	214	154	99
NA21106	SAS	GIH	3	shared_new_sites	SV_length_site	old_hprc	288	283	283	256	154	124
NA21106	SAS	GIH	3	shared_new_sites	small_complex	full	14620	14620	14620	14401	4352	4159
NA21106	SAS	GIH	3	shared_new_sites	small_complex	hprc	14620	14620	14620	14407	4352	4166
NA21106	SAS	GIH	3	shared_new_sites	small_complex	old_full	14620	12174	12173	12011	4352	3512
NA21106	SAS	GIH	3	shared_new_sites	small_complex	old_hprc	14620	14569	14569	14355	4352	4154
NA21106	SAS	GIH	3	shared_new_sites	truth_SV_length	full	64	64	63	48	64	48
NA21106	SAS	GIH	3	shared_new_sites	truth_SV_length	hprc	64	64	64	53	64	53
NA21106	SAS	GIH	3	shared_new_sites	truth_SV_length	old_full	64	51	50	43	64	43
NA21106	SAS	GIH	3	shared_new_sites	truth_SV_length	old_hprc	64	63	63	52	64	52
HG02738	SAS	PJL	3	all_truth	ALL	full	97372	96849	96846	95997	21254	20421
HG02738	SAS	PJL	3	all_truth	ALL	hprc	97372	85233	85226	84497	21254	20534
HG02738	SAS	PJL	3	all_truth	ALL	old_full	97372	79591	79590	78974	21254	17712
HG02738	SAS	PJL	3	all_truth	ALL	old_hprc	97372	85022	85015	84281	21254	20512
HG02738	SAS	PJL	3	all_truth	SNV	full	79844	79448	79448	78983	15698	15229
HG02738	SAS	PJL	3	all_truth	SNV	hprc	79844	70325	70325	69922	15698	15299
HG02738	SAS	PJL	3	all_truth	SNV	old_full	79844	65262	65262	64923	15698	13213
HG02738	SAS	PJL	3	all_truth	SNV	old_hprc	79844	70170	70170	69761	15698	15289
HG02738	SAS	PJL	3	all_truth	SV_length_site	full	298	297	295	265	160	128
HG02738	SAS	PJL	3	all_truth	SV_length_site	hprc	298	288	286	254	160	126
HG02738	SAS	PJL	3	all_truth	SV_length_site	old_full	298	243	243	224	160	105
HG02738	SAS	PJL	3	all_truth	SV_length_site	old_hprc	298	283	281	251	160	125
HG02738	SAS	PJL	3	all_truth	small_complex	full	17230	17104	17103	16749	5396	5064
HG02738	SAS	PJL	3	all_truth	small_complex	hprc	17230	14620	14615	14321	5396	5109
HG02738	SAS	PJL	3	all_truth	small_complex	old_full	17230	14086	14085	13827	5396	4394
HG02738	SAS	PJL	3	all_truth	small_complex	old_hprc	17230	14569	14564	14269	5396	5098
HG02738	SAS	PJL	3	all_truth	truth_SV_length	full	72	72	71	57	72	57
HG02738	SAS	PJL	3	all_truth	truth_SV_length	hprc	72	72	71	57	72	57
HG02738	SAS	PJL	3	all_truth	truth_SV_length	old_full	72	59	59	49	72	49
HG02738	SAS	PJL	3	all_truth	truth_SV_length	old_hprc	72	71	70	57	72	57
HG02738	SAS	PJL	3	frozen_HPRC_sites	ALL	full	85022	85022	85019	84173	21178	20395
HG02738	SAS	PJL	3	frozen_HPRC_sites	ALL	hprc	85022	85022	85015	84288	21178	20513
HG02738	SAS	PJL	3	frozen_HPRC_sites	ALL	old_full	85022	70324	70323	69708	21178	17708
HG02738	SAS	PJL	3	frozen_HPRC_sites	ALL	old_hprc	85022	85022	85015	84281	21178	20512
HG02738	SAS	PJL	3	frozen_HPRC_sites	SNV	full	70170	70170	70170	69706	15642	15216
HG02738	SAS	PJL	3	frozen_HPRC_sites	SNV	hprc	70170	70170	70170	69767	15642	15290
HG02738	SAS	PJL	3	frozen_HPRC_sites	SNV	old_full	70170	57915	57915	57576	15642	13209
HG02738	SAS	PJL	3	frozen_HPRC_sites	SNV	old_hprc	70170	70170	70170	69761	15642	15289
HG02738	SAS	PJL	3	frozen_HPRC_sites	SV_length_site	full	283	283	281	252	157	126
HG02738	SAS	PJL	3	frozen_HPRC_sites	SV_length_site	hprc	283	283	281	251	157	125
HG02738	SAS	PJL	3	frozen_HPRC_sites	SV_length_site	old_full	283	235	235	216	157	105
HG02738	SAS	PJL	3	frozen_HPRC_sites	SV_length_site	old_hprc	283	283	281	251	157	125
HG02738	SAS	PJL	3	frozen_HPRC_sites	small_complex	full	14569	14569	14568	14215	5379	5053
HG02738	SAS	PJL	3	frozen_HPRC_sites	small_complex	hprc	14569	14569	14564	14270	5379	5098
HG02738	SAS	PJL	3	frozen_HPRC_sites	small_complex	old_full	14569	12174	12173	11916	5379	4394
HG02738	SAS	PJL	3	frozen_HPRC_sites	small_complex	old_hprc	14569	14569	14564	14269	5379	5098
HG02738	SAS	PJL	3	frozen_HPRC_sites	truth_SV_length	full	71	71	70	57	71	57
HG02738	SAS	PJL	3	frozen_HPRC_sites	truth_SV_length	hprc	71	71	70	57	71	57
HG02738	SAS	PJL	3	frozen_HPRC_sites	truth_SV_length	old_full	71	59	59	49	71	49
HG02738	SAS	PJL	3	frozen_HPRC_sites	truth_SV_length	old_hprc	71	71	70	57	71	57
HG02738	SAS	PJL	3	frozen_threeway_SNV	ALL	full	50534	50534	50534	50482	11468	11423
HG02738	SAS	PJL	3	frozen_threeway_SNV	ALL	hprc	50534	50534	50534	50464	11468	11405
HG02738	SAS	PJL	3	frozen_threeway_SNV	ALL	linear	50534	50534	50534	50382	11468	11358
HG02738	SAS	PJL	3	frozen_threeway_SNV	ALL	old_full	50534	50534	50534	50470	11468	11418
HG02738	SAS	PJL	3	frozen_threeway_SNV	ALL	old_hprc	50534	50534	50534	50457	11468	11404
HG02738	SAS	PJL	3	frozen_threeway_SNV	SNV	full	50534	50534	50534	50482	11468	11423
HG02738	SAS	PJL	3	frozen_threeway_SNV	SNV	hprc	50534	50534	50534	50464	11468	11405
HG02738	SAS	PJL	3	frozen_threeway_SNV	SNV	linear	50534	50534	50534	50382	11468	11358
HG02738	SAS	PJL	3	frozen_threeway_SNV	SNV	old_full	50534	50534	50534	50470	11468	11418
HG02738	SAS	PJL	3	frozen_threeway_SNV	SNV	old_hprc	50534	50534	50534	50457	11468	11404
HG02738	SAS	PJL	3	shared_new_sites	ALL	full	85233	85233	85230	84383	21201	20417
HG02738	SAS	PJL	3	shared_new_sites	ALL	hprc	85233	85233	85226	84497	21201	20534
HG02738	SAS	PJL	3	shared_new_sites	ALL	old_full	85233	70324	70323	69708	21201	17708
HG02738	SAS	PJL	3	shared_new_sites	ALL	old_hprc	85233	85022	85015	84281	21201	20512
HG02738	SAS	PJL	3	shared_new_sites	SNV	full	70325	70325	70325	69861	15651	15225
HG02738	SAS	PJL	3	shared_new_sites	SNV	hprc	70325	70325	70325	69922	15651	15299
HG02738	SAS	PJL	3	shared_new_sites	SNV	old_full	70325	57915	57915	57576	15651	13209
HG02738	SAS	PJL	3	shared_new_sites	SNV	old_hprc	70325	70170	70170	69761	15651	15289
HG02738	SAS	PJL	3	shared_new_sites	SV_length_site	full	288	288	286	256	160	128
HG02738	SAS	PJL	3	shared_new_sites	SV_length_site	hprc	288	288	286	254	160	126
HG02738	SAS	PJL	3	shared_new_sites	SV_length_site	old_full	288	235	235	216	160	105
HG02738	SAS	PJL	3	shared_new_sites	SV_length_site	old_hprc	288	283	281	251	160	125
HG02738	SAS	PJL	3	shared_new_sites	small_complex	full	14620	14620	14619	14266	5390	5064
HG02738	SAS	PJL	3	shared_new_sites	small_complex	hprc	14620	14620	14615	14321	5390	5109
HG02738	SAS	PJL	3	shared_new_sites	small_complex	old_full	14620	12174	12173	11916	5390	4394
HG02738	SAS	PJL	3	shared_new_sites	small_complex	old_hprc	14620	14569	14564	14269	5390	5098
HG02738	SAS	PJL	3	shared_new_sites	truth_SV_length	full	72	72	71	57	72	57
HG02738	SAS	PJL	3	shared_new_sites	truth_SV_length	hprc	72	72	71	57	72	57
HG02738	SAS	PJL	3	shared_new_sites	truth_SV_length	old_full	72	59	59	49	72	49
HG02738	SAS	PJL	3	shared_new_sites	truth_SV_length	old_hprc	72	71	70	57	72	57
HG03688	SAS	STU	3	all_truth	ALL	full	97372	96849	96847	96144	21970	21340
HG03688	SAS	STU	3	all_truth	ALL	hprc	97372	85233	85231	84526	21970	21272
HG03688	SAS	STU	3	all_truth	ALL	old_full	97372	79591	79591	79080	21970	18358
HG03688	SAS	STU	3	all_truth	ALL	old_hprc	97372	85022	85020	84314	21970	21250
HG03688	SAS	STU	3	all_truth	SNV	full	79844	79448	79448	79087	16190	15866
HG03688	SAS	STU	3	all_truth	SNV	hprc	79844	70325	70325	69986	16190	15835
HG03688	SAS	STU	3	all_truth	SNV	old_full	79844	65262	65262	65015	16190	13626
HG03688	SAS	STU	3	all_truth	SNV	old_hprc	79844	70170	70170	69828	16190	15825
HG03688	SAS	STU	3	all_truth	SV_length_site	full	298	297	296	264	169	138
HG03688	SAS	STU	3	all_truth	SV_length_site	hprc	298	288	288	257	169	138
HG03688	SAS	STU	3	all_truth	SV_length_site	old_full	298	243	243	217	169	114
HG03688	SAS	STU	3	all_truth	SV_length_site	old_hprc	298	283	283	253	169	136
HG03688	SAS	STU	3	all_truth	small_complex	full	17230	17104	17103	16793	5611	5336
HG03688	SAS	STU	3	all_truth	small_complex	hprc	17230	14620	14618	14283	5611	5299
HG03688	SAS	STU	3	all_truth	small_complex	old_full	17230	14086	14086	13848	5611	4618
HG03688	SAS	STU	3	all_truth	small_complex	old_hprc	17230	14569	14567	14233	5611	5289
HG03688	SAS	STU	3	all_truth	truth_SV_length	full	83	83	82	70	83	70
HG03688	SAS	STU	3	all_truth	truth_SV_length	hprc	83	83	83	67	83	67
HG03688	SAS	STU	3	all_truth	truth_SV_length	old_full	83	74	74	64	83	64
HG03688	SAS	STU	3	all_truth	truth_SV_length	old_hprc	83	82	82	67	83	67
HG03688	SAS	STU	3	frozen_HPRC_sites	ALL	full	85022	85022	85020	84324	21900	21323
HG03688	SAS	STU	3	frozen_HPRC_sites	ALL	hprc	85022	85022	85020	84319	21900	21254
HG03688	SAS	STU	3	frozen_HPRC_sites	ALL	old_full	85022	70324	70324	69814	21900	18358
HG03688	SAS	STU	3	frozen_HPRC_sites	ALL	old_hprc	85022	85022	85020	84314	21900	21250
HG03688	SAS	STU	3	frozen_HPRC_sites	SNV	full	70170	70170	70170	69811	16138	15858
HG03688	SAS	STU	3	frozen_HPRC_sites	SNV	hprc	70170	70170	70170	69831	16138	15827
HG03688	SAS	STU	3	frozen_HPRC_sites	SNV	old_full	70170	57915	57915	57669	16138	13626
HG03688	SAS	STU	3	frozen_HPRC_sites	SNV	old_hprc	70170	70170	70170	69828	16138	15825
HG03688	SAS	STU	3	frozen_HPRC_sites	SV_length_site	full	283	283	282	251	166	136
HG03688	SAS	STU	3	frozen_HPRC_sites	SV_length_site	hprc	283	283	283	253	166	136
HG03688	SAS	STU	3	frozen_HPRC_sites	SV_length_site	old_full	283	235	235	209	166	114
HG03688	SAS	STU	3	frozen_HPRC_sites	SV_length_site	old_hprc	283	283	283	253	166	136
HG03688	SAS	STU	3	frozen_HPRC_sites	small_complex	full	14569	14569	14568	14262	5596	5329
HG03688	SAS	STU	3	frozen_HPRC_sites	small_complex	hprc	14569	14569	14567	14235	5596	5291
HG03688	SAS	STU	3	frozen_HPRC_sites	small_complex	old_full	14569	12174	12174	11936	5596	4618
HG03688	SAS	STU	3	frozen_HPRC_sites	small_complex	old_hprc	14569	14569	14567	14233	5596	5289
HG03688	SAS	STU	3	frozen_HPRC_sites	truth_SV_length	full	82	82	81	70	82	70
HG03688	SAS	STU	3	frozen_HPRC_sites	truth_SV_length	hprc	82	82	82	67	82	67
HG03688	SAS	STU	3	frozen_HPRC_sites	truth_SV_length	old_full	82	74	74	64	82	64
HG03688	SAS	STU	3	frozen_HPRC_sites	truth_SV_length	old_hprc	82	82	82	67	82	67
HG03688	SAS	STU	3	frozen_threeway_SNV	ALL	full	50534	50534	50534	50455	11493	11419
HG03688	SAS	STU	3	frozen_threeway_SNV	ALL	hprc	50534	50534	50534	50446	11493	11414
HG03688	SAS	STU	3	frozen_threeway_SNV	ALL	linear	50534	50534	50534	50369	11493	11344
HG03688	SAS	STU	3	frozen_threeway_SNV	ALL	old_full	50534	50534	50534	50447	11493	11410
HG03688	SAS	STU	3	frozen_threeway_SNV	ALL	old_hprc	50534	50534	50534	50444	11493	11413
HG03688	SAS	STU	3	frozen_threeway_SNV	SNV	full	50534	50534	50534	50455	11493	11419
HG03688	SAS	STU	3	frozen_threeway_SNV	SNV	hprc	50534	50534	50534	50446	11493	11414
HG03688	SAS	STU	3	frozen_threeway_SNV	SNV	linear	50534	50534	50534	50369	11493	11344
HG03688	SAS	STU	3	frozen_threeway_SNV	SNV	old_full	50534	50534	50534	50447	11493	11410
HG03688	SAS	STU	3	frozen_threeway_SNV	SNV	old_hprc	50534	50534	50534	50444	11493	11413
HG03688	SAS	STU	3	shared_new_sites	ALL	full	85233	85233	85231	84530	21922	21340
HG03688	SAS	STU	3	shared_new_sites	ALL	hprc	85233	85233	85231	84526	21922	21272
HG03688	SAS	STU	3	shared_new_sites	ALL	old_full	85233	70324	70324	69814	21922	18358
HG03688	SAS	STU	3	shared_new_sites	ALL	old_hprc	85233	85022	85020	84314	21922	21250
HG03688	SAS	STU	3	shared_new_sites	SNV	full	70325	70325	70325	69966	16146	15866
HG03688	SAS	STU	3	shared_new_sites	SNV	hprc	70325	70325	70325	69986	16146	15835
HG03688	SAS	STU	3	shared_new_sites	SNV	old_full	70325	57915	57915	57669	16146	13626
HG03688	SAS	STU	3	shared_new_sites	SNV	old_hprc	70325	70170	70170	69828	16146	15825
HG03688	SAS	STU	3	shared_new_sites	SV_length_site	full	288	288	287	255	169	138
HG03688	SAS	STU	3	shared_new_sites	SV_length_site	hprc	288	288	288	257	169	138
HG03688	SAS	STU	3	shared_new_sites	SV_length_site	old_full	288	235	235	209	169	114
HG03688	SAS	STU	3	shared_new_sites	SV_length_site	old_hprc	288	283	283	253	169	136
HG03688	SAS	STU	3	shared_new_sites	small_complex	full	14620	14620	14619	14309	5607	5336
HG03688	SAS	STU	3	shared_new_sites	small_complex	hprc	14620	14620	14618	14283	5607	5299
HG03688	SAS	STU	3	shared_new_sites	small_complex	old_full	14620	12174	12174	11936	5607	4618
HG03688	SAS	STU	3	shared_new_sites	small_complex	old_hprc	14620	14569	14567	14233	5607	5289
HG03688	SAS	STU	3	shared_new_sites	truth_SV_length	full	83	83	82	70	83	70
HG03688	SAS	STU	3	shared_new_sites	truth_SV_length	hprc	83	83	83	67	83	67
HG03688	SAS	STU	3	shared_new_sites	truth_SV_length	old_full	83	74	74	64	83	64
HG03688	SAS	STU	3	shared_new_sites	truth_SV_length	old_hprc	83	82	82	67	83	67
NA18747	EAS	CHB	4	all_truth	ALL	full	97372	96746	96744	96323	18372	17967
NA18747	EAS	CHB	4	all_truth	ALL	hprc	97372	84627	84626	84132	18372	17891
NA18747	EAS	CHB	4	all_truth	ALL	old_full	97372	79514	79514	79197	18372	14946
NA18747	EAS	CHB	4	all_truth	ALL	old_hprc	97372	84420	84419	83928	18372	17828
NA18747	EAS	CHB	4	all_truth	SNV	full	79844	79363	79363	79254	13413	13289
NA18747	EAS	CHB	4	all_truth	SNV	hprc	79844	69795	69795	69649	13413	13245
NA18747	EAS	CHB	4	all_truth	SNV	old_full	79844	65197	65197	65125	13413	11039
NA18747	EAS	CHB	4	all_truth	SNV	old_hprc	79844	69641	69641	69489	13413	13198
NA18747	EAS	CHB	4	all_truth	SV_length_site	full	298	297	296	257	156	117
NA18747	EAS	CHB	4	all_truth	SV_length_site	hprc	298	286	286	238	156	108
NA18747	EAS	CHB	4	all_truth	SV_length_site	old_full	298	243	243	217	156	98
NA18747	EAS	CHB	4	all_truth	SV_length_site	old_hprc	298	282	282	236	156	106
NA18747	EAS	CHB	4	all_truth	small_complex	full	17230	17086	17085	16812	4803	4561
NA18747	EAS	CHB	4	all_truth	small_complex	hprc	17230	14546	14545	14245	4803	4538
NA18747	EAS	CHB	4	all_truth	small_complex	old_full	17230	14074	14074	13855	4803	3809
NA18747	EAS	CHB	4	all_truth	small_complex	old_hprc	17230	14497	14496	14203	4803	4524
NA18747	EAS	CHB	4	all_truth	truth_SV_length	full	59	59	59	48	59	48
NA18747	EAS	CHB	4	all_truth	truth_SV_length	hprc	59	59	59	42	59	42
NA18747	EAS	CHB	4	all_truth	truth_SV_length	old_full	59	48	48	42	59	42
NA18747	EAS	CHB	4	all_truth	truth_SV_length	old_hprc	59	57	57	41	59	41
NA18747	EAS	CHB	4	frozen_HPRC_sites	ALL	full	84420	84420	84418	84006	18234	17897
NA18747	EAS	CHB	4	frozen_HPRC_sites	ALL	hprc	84420	84420	84419	83931	18234	17836
NA18747	EAS	CHB	4	frozen_HPRC_sites	ALL	old_full	84420	69753	69753	69439	18234	14934
NA18747	EAS	CHB	4	frozen_HPRC_sites	ALL	old_hprc	84420	84420	84419	83928	18234	17828
NA18747	EAS	CHB	4	frozen_HPRC_sites	SNV	full	69641	69641	69641	69536	13307	13241
NA18747	EAS	CHB	4	frozen_HPRC_sites	SNV	hprc	69641	69641	69641	69495	13307	13206
NA18747	EAS	CHB	4	frozen_HPRC_sites	SNV	old_full	69641	57415	57415	57345	13307	11031
NA18747	EAS	CHB	4	frozen_HPRC_sites	SNV	old_hprc	69641	69641	69641	69489	13307	13198
NA18747	EAS	CHB	4	frozen_HPRC_sites	SV_length_site	full	282	282	281	244	152	115
NA18747	EAS	CHB	4	frozen_HPRC_sites	SV_length_site	hprc	282	282	282	236	152	106
NA18747	EAS	CHB	4	frozen_HPRC_sites	SV_length_site	old_full	282	234	234	208	152	98
NA18747	EAS	CHB	4	frozen_HPRC_sites	SV_length_site	old_hprc	282	282	282	236	152	106
NA18747	EAS	CHB	4	frozen_HPRC_sites	small_complex	full	14497	14497	14496	14226	4775	4541
NA18747	EAS	CHB	4	frozen_HPRC_sites	small_complex	hprc	14497	14497	14496	14200	4775	4524
NA18747	EAS	CHB	4	frozen_HPRC_sites	small_complex	old_full	14497	12104	12104	11886	4775	3805
NA18747	EAS	CHB	4	frozen_HPRC_sites	small_complex	old_hprc	14497	14497	14496	14203	4775	4524
NA18747	EAS	CHB	4	frozen_HPRC_sites	truth_SV_length	full	57	57	57	47	57	47
NA18747	EAS	CHB	4	frozen_HPRC_sites	truth_SV_length	hprc	57	57	57	41	57	41
NA18747	EAS	CHB	4	frozen_HPRC_sites	truth_SV_length	old_full	57	48	48	42	57	42
NA18747	EAS	CHB	4	frozen_HPRC_sites	truth_SV_length	old_hprc	57	57	57	41	57	41
NA18747	EAS	CHB	4	frozen_threeway_SNV	ALL	full	50054	50054	50054	50005	9721	9689
NA18747	EAS	CHB	4	frozen_threeway_SNV	ALL	hprc	50054	50054	50054	49995	9721	9680
NA18747	EAS	CHB	4	frozen_threeway_SNV	ALL	linear	50054	50054	50054	49935	9721	9639
NA18747	EAS	CHB	4	frozen_threeway_SNV	ALL	old_full	50054	50054	50054	50013	9721	9689
NA18747	EAS	CHB	4	frozen_threeway_SNV	ALL	old_hprc	50054	50054	50054	49995	9721	9679
NA18747	EAS	CHB	4	frozen_threeway_SNV	SNV	full	50054	50054	50054	50005	9721	9689
NA18747	EAS	CHB	4	frozen_threeway_SNV	SNV	hprc	50054	50054	50054	49995	9721	9680
NA18747	EAS	CHB	4	frozen_threeway_SNV	SNV	linear	50054	50054	50054	49935	9721	9639
NA18747	EAS	CHB	4	frozen_threeway_SNV	SNV	old_full	50054	50054	50054	50013	9721	9689
NA18747	EAS	CHB	4	frozen_threeway_SNV	SNV	old_hprc	50054	50054	50054	49995	9721	9679
NA18747	EAS	CHB	4	shared_new_sites	ALL	full	84627	84627	84625	84209	18295	17954
NA18747	EAS	CHB	4	shared_new_sites	ALL	hprc	84627	84627	84626	84132	18295	17891
NA18747	EAS	CHB	4	shared_new_sites	ALL	old_full	84627	69753	69753	69439	18295	14934
NA18747	EAS	CHB	4	shared_new_sites	ALL	old_hprc	84627	84420	84419	83928	18295	17828
NA18747	EAS	CHB	4	shared_new_sites	SNV	full	69795	69795	69795	69690	13346	13280
NA18747	EAS	CHB	4	shared_new_sites	SNV	hprc	69795	69795	69795	69649	13346	13245
NA18747	EAS	CHB	4	shared_new_sites	SNV	old_full	69795	57415	57415	57345	13346	11031
NA18747	EAS	CHB	4	shared_new_sites	SNV	old_hprc	69795	69641	69641	69489	13346	13198
NA18747	EAS	CHB	4	shared_new_sites	SV_length_site	full	286	286	285	246	156	117
NA18747	EAS	CHB	4	shared_new_sites	SV_length_site	hprc	286	286	286	238	156	108
NA18747	EAS	CHB	4	shared_new_sites	SV_length_site	old_full	286	234	234	208	156	98
NA18747	EAS	CHB	4	shared_new_sites	SV_length_site	old_hprc	286	282	282	236	156	106
NA18747	EAS	CHB	4	shared_new_sites	small_complex	full	14546	14546	14545	14273	4793	4557
NA18747	EAS	CHB	4	shared_new_sites	small_complex	hprc	14546	14546	14545	14245	4793	4538
NA18747	EAS	CHB	4	shared_new_sites	small_complex	old_full	14546	12104	12104	11886	4793	3805
NA18747	EAS	CHB	4	shared_new_sites	small_complex	old_hprc	14546	14497	14496	14203	4793	4524
NA18747	EAS	CHB	4	shared_new_sites	truth_SV_length	full	59	59	59	48	59	48
NA18747	EAS	CHB	4	shared_new_sites	truth_SV_length	hprc	59	59	59	42	59	42
NA18747	EAS	CHB	4	shared_new_sites	truth_SV_length	old_full	59	48	48	42	59	42
NA18747	EAS	CHB	4	shared_new_sites	truth_SV_length	old_hprc	59	57	57	41	59	41
HG00609	EAS	CHS	4	all_truth	ALL	full	97372	96746	96746	95988	21151	20405
HG00609	EAS	CHS	4	all_truth	ALL	hprc	97372	84627	84625	83943	21151	20415
HG00609	EAS	CHS	4	all_truth	ALL	old_full	97372	79514	79514	78992	21151	17248
HG00609	EAS	CHS	4	all_truth	ALL	old_hprc	97372	84420	84418	83739	21151	20397
HG00609	EAS	CHS	4	all_truth	SNV	full	79844	79363	79363	79013	15578	15214
HG00609	EAS	CHS	4	all_truth	SNV	hprc	79844	69795	69795	69498	15578	15227
HG00609	EAS	CHS	4	all_truth	SNV	old_full	79844	65197	65197	64962	15578	12774
HG00609	EAS	CHS	4	all_truth	SNV	old_hprc	79844	69641	69641	69345	15578	15218
HG00609	EAS	CHS	4	all_truth	SV_length_site	full	298	297	297	255	167	128
HG00609	EAS	CHS	4	all_truth	SV_length_site	hprc	298	286	285	246	167	129
HG00609	EAS	CHS	4	all_truth	SV_length_site	old_full	298	243	243	215	167	110
HG00609	EAS	CHS	4	all_truth	SV_length_site	old_hprc	298	282	281	244	167	128
HG00609	EAS	CHS	4	all_truth	small_complex	full	17230	17086	17086	16720	5406	5063
HG00609	EAS	CHS	4	all_truth	small_complex	hprc	17230	14546	14545	14199	5406	5059
HG00609	EAS	CHS	4	all_truth	small_complex	old_full	17230	14074	14074	13815	5406	4364
HG00609	EAS	CHS	4	all_truth	small_complex	old_hprc	17230	14497	14496	14150	5406	5051
HG00609	EAS	CHS	4	all_truth	truth_SV_length	full	81	81	81	62	81	62
HG00609	EAS	CHS	4	all_truth	truth_SV_length	hprc	81	81	81	63	81	63
HG00609	EAS	CHS	4	all_truth	truth_SV_length	old_full	81	69	69	56	81	56
HG00609	EAS	CHS	4	all_truth	truth_SV_length	old_hprc	81	80	80	63	81	63
HG00609	EAS	CHS	4	frozen_HPRC_sites	ALL	full	84420	84420	84420	83672	21044	20369
HG00609	EAS	CHS	4	frozen_HPRC_sites	ALL	hprc	84420	84420	84418	83739	21044	20396
HG00609	EAS	CHS	4	frozen_HPRC_sites	ALL	old_full	84420	69753	69753	69238	21044	17235
HG00609	EAS	CHS	4	frozen_HPRC_sites	ALL	old_hprc	84420	84420	84418	83739	21044	20397
HG00609	EAS	CHS	4	frozen_HPRC_sites	SNV	full	69641	69641	69641	69297	15494	15191
HG00609	EAS	CHS	4	frozen_HPRC_sites	SNV	hprc	69641	69641	69641	69344	15494	15217
HG00609	EAS	CHS	4	frozen_HPRC_sites	SNV	old_full	69641	57415	57415	57186	15494	12764
HG00609	EAS	CHS	4	frozen_HPRC_sites	SNV	old_hprc	69641	69641	69641	69345	15494	15218
HG00609	EAS	CHS	4	frozen_HPRC_sites	SV_length_site	full	282	282	282	242	164	127
HG00609	EAS	CHS	4	frozen_HPRC_sites	SV_length_site	hprc	282	282	281	244	164	128
HG00609	EAS	CHS	4	frozen_HPRC_sites	SV_length_site	old_full	282	234	234	206	164	110
HG00609	EAS	CHS	4	frozen_HPRC_sites	SV_length_site	old_hprc	282	282	281	244	164	128
HG00609	EAS	CHS	4	frozen_HPRC_sites	small_complex	full	14497	14497	14497	14133	5386	5051
HG00609	EAS	CHS	4	frozen_HPRC_sites	small_complex	hprc	14497	14497	14496	14151	5386	5051
HG00609	EAS	CHS	4	frozen_HPRC_sites	small_complex	old_full	14497	12104	12104	11846	5386	4361
HG00609	EAS	CHS	4	frozen_HPRC_sites	small_complex	old_hprc	14497	14497	14496	14150	5386	5051
HG00609	EAS	CHS	4	frozen_HPRC_sites	truth_SV_length	full	80	80	80	62	80	62
HG00609	EAS	CHS	4	frozen_HPRC_sites	truth_SV_length	hprc	80	80	80	63	80	63
HG00609	EAS	CHS	4	frozen_HPRC_sites	truth_SV_length	old_full	80	69	69	56	80	56
HG00609	EAS	CHS	4	frozen_HPRC_sites	truth_SV_length	old_hprc	80	80	80	63	80	63
HG00609	EAS	CHS	4	frozen_threeway_SNV	ALL	full	50054	50054	50054	49969	10794	10719
HG00609	EAS	CHS	4	frozen_threeway_SNV	ALL	hprc	50054	50054	50054	49984	10794	10733
HG00609	EAS	CHS	4	frozen_threeway_SNV	ALL	linear	50054	50054	50054	49909	10794	10665
HG00609	EAS	CHS	4	frozen_threeway_SNV	ALL	old_full	50054	50054	50054	49969	10794	10717
