donor	method	state
NA19074	full:DogoHLA-no-graph	complete
NA19074	hprc:DogoHLA	complete
NA19074	hprc:DogoHLA-no-graph	complete
NA19074	asian_matched:DogoHLA	complete
NA19074	asian_matched:DogoHLA-no-graph	complete
NA19075	SpecHLA-IPD365-noFreq	complete
NA19075	T1K-four-field	complete
NA19075	full:DogoHLA	complete
NA19075	full:DogoHLA-no-graph	complete
NA19075	hprc:DogoHLA	complete
NA19075	hprc:DogoHLA-no-graph	complete
NA19075	asian_matched:DogoHLA	complete
NA19075	asian_matched:DogoHLA-no-graph	complete
NA19076	SpecHLA-IPD365-noFreq	complete
NA19076	T1K-four-field	complete
NA19076	full:DogoHLA	complete
NA19076	full:DogoHLA-no-graph	complete
NA19076	hprc:DogoHLA	complete
NA19076	hprc:DogoHLA-no-graph	complete
NA19076	asian_matched:DogoHLA	complete
NA19076	asian_matched:DogoHLA-no-graph	complete
NA19077	SpecHLA-IPD365-noFreq	complete
NA19077	T1K-four-field	complete
NA19077	full:DogoHLA	complete
NA19077	full:DogoHLA-no-graph	complete
NA19077	hprc:DogoHLA	complete
NA19077	hprc:DogoHLA-no-graph	complete
NA19077	asian_matched:DogoHLA	complete
NA19077	asian_matched:DogoHLA-no-graph	complete
NA19078	SpecHLA-IPD365-noFreq	complete
NA19078	T1K-four-field	complete
NA19078	full:DogoHLA	complete
NA19078	full:DogoHLA-no-graph	complete
NA19078	hprc:DogoHLA	complete
NA19078	hprc:DogoHLA-no-graph	complete
NA19078	asian_matched:DogoHLA	complete
NA19078	asian_matched:DogoHLA-no-graph	complete
NA19080	SpecHLA-IPD365-noFreq	complete
NA19080	T1K-four-field	complete
NA19080	full:DogoHLA	complete
NA19080	full:DogoHLA-no-graph	complete
NA19080	hprc:DogoHLA	complete
NA19080	hprc:DogoHLA-no-graph	complete
NA19080	asian_matched:DogoHLA	complete
NA19080	asian_matched:DogoHLA-no-graph	complete
NA19081	SpecHLA-IPD365-noFreq	complete
NA19081	T1K-four-field	complete
NA19081	full:DogoHLA	complete
NA19081	full:DogoHLA-no-graph	complete
NA19081	hprc:DogoHLA	complete
NA19081	hprc:DogoHLA-no-graph	complete
NA19081	asian_matched:DogoHLA	complete
NA19081	asian_matched:DogoHLA-no-graph	complete
NA19082	SpecHLA-IPD365-noFreq	complete
NA19082	T1K-four-field	complete
NA19082	full:DogoHLA	complete
NA19082	full:DogoHLA-no-graph	complete
NA19082	hprc:DogoHLA	complete
NA19082	hprc:DogoHLA-no-graph	complete
NA19082	asian_matched:DogoHLA	complete
NA19082	asian_matched:DogoHLA-no-graph	complete
NA19083	SpecHLA-IPD365-noFreq	complete
NA19083	T1K-four-field	complete
NA19083	full:DogoHLA	complete
NA19083	full:DogoHLA-no-graph	complete
NA19083	hprc:DogoHLA	complete
NA19083	hprc:DogoHLA-no-graph	complete
NA19083	asian_matched:DogoHLA	complete
NA19083	asian_matched:DogoHLA-no-graph	complete
NA19084	SpecHLA-IPD365-noFreq	complete
NA19084	T1K-four-field	complete
NA19084	full:DogoHLA	complete
NA19084	full:DogoHLA-no-graph	complete
NA19084	hprc:DogoHLA	complete
NA19084	hprc:DogoHLA-no-graph	complete
NA19084	asian_matched:DogoHLA	complete
NA19084	asian_matched:DogoHLA-no-graph	complete
NA19085	SpecHLA-IPD365-noFreq	complete
NA19085	T1K-four-field	complete
NA19085	full:DogoHLA	complete
NA19085	full:DogoHLA-no-graph	complete
NA19085	hprc:DogoHLA	complete
NA19085	hprc:DogoHLA-no-graph	complete
NA19085	asian_matched:DogoHLA	complete
NA19085	asian_matched:DogoHLA-no-graph	complete
NA19086	SpecHLA-IPD365-noFreq	complete
NA19086	T1K-four-field	complete
NA19086	full:DogoHLA	complete
NA19086	full:DogoHLA-no-graph	complete
NA19086	hprc:DogoHLA	complete
NA19086	hprc:DogoHLA-no-graph	complete
NA19086	asian_matched:DogoHLA	complete
NA19086	asian_matched:DogoHLA-no-graph	complete
NA19092	SpecHLA-IPD365-noFreq	complete
NA19092	T1K-four-field	complete
NA19092	full:DogoHLA	complete
NA19092	full:DogoHLA-no-graph	complete
NA19092	hprc:DogoHLA	complete
NA19092	hprc:DogoHLA-no-graph	complete
NA19092	asian_matched:DogoHLA	complete
NA19092	asian_matched:DogoHLA-no-graph	complete
NA19093	SpecHLA-IPD365-noFreq	complete
NA19093	T1K-four-field	complete
NA19093	full:DogoHLA	complete
NA19093	full:DogoHLA-no-graph	complete
NA19093	hprc:DogoHLA	complete
NA19093	hprc:DogoHLA-no-graph	complete
NA19093	asian_matched:DogoHLA	complete
NA19093	asian_matched:DogoHLA-no-graph	complete
NA19094	SpecHLA-IPD365-noFreq	complete
NA19094	T1K-four-field	complete
NA19094	full:DogoHLA	complete
NA19094	full:DogoHLA-no-graph	complete
NA19094	hprc:DogoHLA	complete
NA19094	hprc:DogoHLA-no-graph	complete
NA19094	asian_matched:DogoHLA	complete
NA19094	asian_matched:DogoHLA-no-graph	complete
NA19098	SpecHLA-IPD365-noFreq	complete
NA19098	T1K-four-field	complete
NA19098	full:DogoHLA	complete
NA19098	full:DogoHLA-no-graph	complete
NA19098	hprc:DogoHLA	complete
NA19098	hprc:DogoHLA-no-graph	complete
NA19098	asian_matched:DogoHLA	complete
NA19098	asian_matched:DogoHLA-no-graph	complete
NA19099	SpecHLA-IPD365-noFreq	complete
NA19099	T1K-four-field	complete
NA19099	full:DogoHLA	complete
NA19099	full:DogoHLA-no-graph	complete
NA19099	hprc:DogoHLA	complete
NA19099	hprc:DogoHLA-no-graph	complete
NA19099	asian_matched:DogoHLA	complete
NA19099	asian_matched:DogoHLA-no-graph	complete
NA19100	SpecHLA-IPD365-noFreq	complete
NA19100	T1K-four-field	complete
NA19100	full:DogoHLA	complete
NA19100	full:DogoHLA-no-graph	complete
NA19100	hprc:DogoHLA	complete
NA19100	hprc:DogoHLA-no-graph	complete
NA19100	asian_matched:DogoHLA	complete
NA19100	asian_matched:DogoHLA-no-graph	complete
NA19101	SpecHLA-IPD365-noFreq	complete
NA19101	T1K-four-field	complete
NA19101	full:DogoHLA	complete
NA19101	full:DogoHLA-no-graph	complete
NA19101	hprc:DogoHLA	complete
NA19101	hprc:DogoHLA-no-graph	complete
NA19101	asian_matched:DogoHLA	complete
NA19101	asian_matched:DogoHLA-no-graph	complete
NA19102	SpecHLA-IPD365-noFreq	complete
NA19102	T1K-four-field	complete
NA19102	full:DogoHLA	complete
NA19102	full:DogoHLA-no-graph	complete
NA19102	hprc:DogoHLA	complete
NA19102	hprc:DogoHLA-no-graph	complete
NA19102	asian_matched:DogoHLA	complete
NA19102	asian_matched:DogoHLA-no-graph	complete
NA19103	SpecHLA-IPD365-noFreq	complete
NA19103	T1K-four-field	complete
NA19103	full:DogoHLA	complete
NA19103	full:DogoHLA-no-graph	complete
NA19103	hprc:DogoHLA	complete
NA19103	hprc:DogoHLA-no-graph	complete
NA19103	asian_matched:DogoHLA	complete
NA19103	asian_matched:DogoHLA-no-graph	complete
NA19116	SpecHLA-IPD365-noFreq	complete
NA19116	T1K-four-field	complete
NA19116	full:DogoHLA	complete
NA19116	full:DogoHLA-no-graph	complete
NA19116	hprc:DogoHLA	complete
NA19116	hprc:DogoHLA-no-graph	complete
NA19116	asian_matched:DogoHLA	complete
NA19116	asian_matched:DogoHLA-no-graph	complete
NA19119	SpecHLA-IPD365-noFreq	complete
NA19119	T1K-four-field	complete
NA19119	full:DogoHLA	complete
NA19119	full:DogoHLA-no-graph	complete
NA19119	hprc:DogoHLA	complete
NA19119	hprc:DogoHLA-no-graph	complete
NA19119	asian_matched:DogoHLA	complete
NA19119	asian_matched:DogoHLA-no-graph	complete
NA19120	SpecHLA-IPD365-noFreq	complete
NA19120	T1K-four-field	complete
NA19120	full:DogoHLA	complete
NA19120	full:DogoHLA-no-graph	complete
NA19120	hprc:DogoHLA	complete
NA19120	hprc:DogoHLA-no-graph	complete
NA19120	asian_matched:DogoHLA	complete
NA19120	asian_matched:DogoHLA-no-graph	complete
NA19127	SpecHLA-IPD365-noFreq	complete
NA19127	T1K-four-field	complete
NA19127	full:DogoHLA	complete
NA19127	full:DogoHLA-no-graph	complete
NA19127	hprc:DogoHLA	complete
NA19127	hprc:DogoHLA-no-graph	complete
NA19127	asian_matched:DogoHLA	complete
NA19127	asian_matched:DogoHLA-no-graph	complete
NA19128	SpecHLA-IPD365-noFreq	complete
NA19128	T1K-four-field	complete
NA19128	full:DogoHLA	complete
NA19128	full:DogoHLA-no-graph	complete
NA19128	hprc:DogoHLA	complete
NA19128	hprc:DogoHLA-no-graph	complete
NA19128	asian_matched:DogoHLA	complete
NA19128	asian_matched:DogoHLA-no-graph	complete
NA19129	SpecHLA-IPD365-noFreq	complete
NA19129	T1K-four-field	complete
NA19129	full:DogoHLA	complete
NA19129	full:DogoHLA-no-graph	complete
NA19129	hprc:DogoHLA	complete
NA19129	hprc:DogoHLA-no-graph	complete
NA19129	asian_matched:DogoHLA	complete
NA19129	asian_matched:DogoHLA-no-graph	complete
NA19130	SpecHLA-IPD365-noFreq	complete
NA19130	T1K-four-field	complete
NA19130	full:DogoHLA	complete
NA19130	full:DogoHLA-no-graph	complete
NA19130	hprc:DogoHLA	complete
NA19130	hprc:DogoHLA-no-graph	complete
NA19130	asian_matched:DogoHLA	complete
NA19130	asian_matched:DogoHLA-no-graph	complete
NA19131	SpecHLA-IPD365-noFreq	complete
NA19131	T1K-four-field	complete
NA19131	full:DogoHLA	complete
NA19131	full:DogoHLA-no-graph	complete
NA19131	hprc:DogoHLA	complete
NA19131	hprc:DogoHLA-no-graph	complete
NA19131	asian_matched:DogoHLA	complete
NA19131	asian_matched:DogoHLA-no-graph	complete
NA19132	SpecHLA-IPD365-noFreq	complete
NA19132	T1K-four-field	complete
NA19132	full:DogoHLA	complete
NA19132	full:DogoHLA-no-graph	complete
NA19132	hprc:DogoHLA	complete
NA19132	hprc:DogoHLA-no-graph	complete
NA19132	asian_matched:DogoHLA	complete
NA19132	asian_matched:DogoHLA-no-graph	complete
NA19137	SpecHLA-IPD365-noFreq	complete
NA19137	T1K-four-field	complete
NA19137	full:DogoHLA	complete
NA19137	full:DogoHLA-no-graph	complete
NA19137	hprc:DogoHLA	complete
NA19137	hprc:DogoHLA-no-graph	complete
NA19137	asian_matched:DogoHLA	complete
NA19137	asian_matched:DogoHLA-no-graph	complete
NA19138	SpecHLA-IPD365-noFreq	complete
NA19138	T1K-four-field	complete
NA19138	full:DogoHLA	complete
NA19138	full:DogoHLA-no-graph	complete
NA19138	hprc:DogoHLA	complete
NA19138	hprc:DogoHLA-no-graph	complete
NA19138	asian_matched:DogoHLA	complete
NA19138	asian_matched:DogoHLA-no-graph	complete
NA19139	SpecHLA-IPD365-noFreq	complete
NA19139	T1K-four-field	complete
NA19139	full:DogoHLA	complete
NA19139	full:DogoHLA-no-graph	complete
NA19139	hprc:DogoHLA	complete
NA19139	hprc:DogoHLA-no-graph	complete
NA19139	asian_matched:DogoHLA	complete
NA19139	asian_matched:DogoHLA-no-graph	complete
NA19140	SpecHLA-IPD365-noFreq	complete
NA19140	T1K-four-field	complete
NA19140	full:DogoHLA	complete
NA19140	full:DogoHLA-no-graph	complete
NA19140	hprc:DogoHLA	complete
NA19140	hprc:DogoHLA-no-graph	complete
NA19140	asian_matched:DogoHLA	complete
NA19140	asian_matched:DogoHLA-no-graph	complete
NA19141	SpecHLA-IPD365-noFreq	complete
NA19141	T1K-four-field	complete
NA19141	full:DogoHLA	complete
NA19141	full:DogoHLA-no-graph	complete
NA19141	hprc:DogoHLA	complete
NA19141	hprc:DogoHLA-no-graph	complete
NA19141	asian_matched:DogoHLA	complete
NA19141	asian_matched:DogoHLA-no-graph	complete
NA19142	SpecHLA-IPD365-noFreq	complete
NA19142	T1K-four-field	complete
NA19142	full:DogoHLA	complete
NA19142	full:DogoHLA-no-graph	complete
NA19142	hprc:DogoHLA	complete
NA19142	hprc:DogoHLA-no-graph	complete
NA19142	asian_matched:DogoHLA	complete
NA19142	asian_matched:DogoHLA-no-graph	complete
NA19143	SpecHLA-IPD365-noFreq	complete
NA19143	T1K-four-field	complete
NA19143	full:DogoHLA	complete
NA19143	full:DogoHLA-no-graph	complete
NA19143	hprc:DogoHLA	complete
NA19143	hprc:DogoHLA-no-graph	complete
NA19143	asian_matched:DogoHLA	complete
NA19143	asian_matched:DogoHLA-no-graph	complete
NA19144	SpecHLA-IPD365-noFreq	complete
NA19144	T1K-four-field	complete
NA19144	full:DogoHLA	complete
NA19144	full:DogoHLA-no-graph	complete
NA19144	hprc:DogoHLA	complete
NA19144	hprc:DogoHLA-no-graph	complete
NA19144	asian_matched:DogoHLA	complete
NA19144	asian_matched:DogoHLA-no-graph	complete
NA19145	SpecHLA-IPD365-noFreq	complete
NA19145	T1K-four-field	complete
NA19145	full:DogoHLA	complete
NA19145	full:DogoHLA-no-graph	complete
NA19145	hprc:DogoHLA	complete
NA19145	hprc:DogoHLA-no-graph	complete
NA19145	asian_matched:DogoHLA	complete
NA19145	asian_matched:DogoHLA-no-graph	complete
NA19152	SpecHLA-IPD365-noFreq	complete
NA19152	T1K-four-field	complete
NA19152	full:DogoHLA	complete
NA19152	full:DogoHLA-no-graph	complete
NA19152	hprc:DogoHLA	complete
NA19152	hprc:DogoHLA-no-graph	complete
NA19152	asian_matched:DogoHLA	complete
NA19152	asian_matched:DogoHLA-no-graph	complete
NA19153	SpecHLA-IPD365-noFreq	complete
NA19153	T1K-four-field	complete
NA19153	full:DogoHLA	complete
NA19153	full:DogoHLA-no-graph	complete
NA19153	hprc:DogoHLA	complete
NA19153	hprc:DogoHLA-no-graph	complete
NA19153	asian_matched:DogoHLA	complete
NA19153	asian_matched:DogoHLA-no-graph	complete
NA19154	SpecHLA-IPD365-noFreq	complete
NA19154	T1K-four-field	complete
NA19154	full:DogoHLA	complete
NA19154	full:DogoHLA-no-graph	complete
NA19154	hprc:DogoHLA	complete
NA19154	hprc:DogoHLA-no-graph	complete
NA19154	asian_matched:DogoHLA	complete
NA19154	asian_matched:DogoHLA-no-graph	complete
NA19171	SpecHLA-IPD365-noFreq	complete
NA19171	T1K-four-field	complete
NA19171	full:DogoHLA	complete
NA19171	full:DogoHLA-no-graph	complete
NA19171	hprc:DogoHLA	complete
NA19171	hprc:DogoHLA-no-graph	complete
NA19171	asian_matched:DogoHLA	complete
NA19171	asian_matched:DogoHLA-no-graph	complete
NA19172	SpecHLA-IPD365-noFreq	complete
NA19172	T1K-four-field	complete
NA19172	full:DogoHLA	complete
NA19172	full:DogoHLA-no-graph	complete
NA19172	hprc:DogoHLA	complete
NA19172	hprc:DogoHLA-no-graph	complete
NA19172	asian_matched:DogoHLA	complete
NA19172	asian_matched:DogoHLA-no-graph	complete
NA19173	SpecHLA-IPD365-noFreq	complete
NA19173	T1K-four-field	complete
NA19173	full:DogoHLA	complete
NA19173	full:DogoHLA-no-graph	complete
NA19173	hprc:DogoHLA	complete
NA19173	hprc:DogoHLA-no-graph	complete
NA19173	asian_matched:DogoHLA	complete
NA19173	asian_matched:DogoHLA-no-graph	complete
NA19200	SpecHLA-IPD365-noFreq	complete
NA19200	T1K-four-field	complete
NA19200	full:DogoHLA	complete
NA19200	full:DogoHLA-no-graph	complete
NA19200	hprc:DogoHLA	complete
NA19200	hprc:DogoHLA-no-graph	complete
NA19200	asian_matched:DogoHLA	complete
NA19200	asian_matched:DogoHLA-no-graph	complete
NA19201	SpecHLA-IPD365-noFreq	complete
NA19201	T1K-four-field	complete
NA19201	full:DogoHLA	complete
NA19201	full:DogoHLA-no-graph	complete
NA19201	hprc:DogoHLA	complete
NA19201	hprc:DogoHLA-no-graph	complete
NA19201	asian_matched:DogoHLA	complete
NA19201	asian_matched:DogoHLA-no-graph	complete
NA19202	SpecHLA-IPD365-noFreq	complete
NA19202	T1K-four-field	complete
NA19202	full:DogoHLA	complete
NA19202	full:DogoHLA-no-graph	complete
NA19202	hprc:DogoHLA	complete
NA19202	hprc:DogoHLA-no-graph	complete
NA19202	asian_matched:DogoHLA	complete
NA19202	asian_matched:DogoHLA-no-graph	complete
NA19203	SpecHLA-IPD365-noFreq	complete
NA19203	T1K-four-field	complete
NA19203	full:DogoHLA	complete
NA19203	full:DogoHLA-no-graph	complete
NA19203	hprc:DogoHLA	complete
NA19203	hprc:DogoHLA-no-graph	complete
NA19203	asian_matched:DogoHLA	complete
NA19203	asian_matched:DogoHLA-no-graph	complete
NA19204	SpecHLA-IPD365-noFreq	complete
NA19204	T1K-four-field	complete
NA19204	full:DogoHLA	complete
NA19204	full:DogoHLA-no-graph	complete
NA19204	hprc:DogoHLA	complete
NA19204	hprc:DogoHLA-no-graph	complete
NA19204	asian_matched:DogoHLA	complete
NA19204	asian_matched:DogoHLA-no-graph	complete
NA19205	SpecHLA-IPD365-noFreq	complete
NA19205	T1K-four-field	complete
NA19205	full:DogoHLA	complete
NA19205	full:DogoHLA-no-graph	complete
NA19205	hprc:DogoHLA	complete
NA19205	hprc:DogoHLA-no-graph	complete
NA19205	asian_matched:DogoHLA	complete
NA19205	asian_matched:DogoHLA-no-graph	complete
NA19206	SpecHLA-IPD365-noFreq	complete
NA19206	T1K-four-field	complete
NA19206	full:DogoHLA	complete
NA19206	full:DogoHLA-no-graph	complete
NA19206	hprc:DogoHLA	complete
NA19206	hprc:DogoHLA-no-graph	complete
NA19206	asian_matched:DogoHLA	complete
NA19206	asian_matched:DogoHLA-no-graph	complete
NA19207	SpecHLA-IPD365-noFreq	complete
NA19207	T1K-four-field	complete
NA19207	full:DogoHLA	complete
NA19207	full:DogoHLA-no-graph	complete
NA19207	hprc:DogoHLA	complete
NA19207	hprc:DogoHLA-no-graph	complete
NA19207	asian_matched:DogoHLA	complete
NA19207	asian_matched:DogoHLA-no-graph	complete
NA19208	SpecHLA-IPD365-noFreq	complete
NA19208	T1K-four-field	complete
NA19208	full:DogoHLA	complete
NA19208	full:DogoHLA-no-graph	complete
NA19208	hprc:DogoHLA	complete
NA19208	hprc:DogoHLA-no-graph	complete
NA19208	asian_matched:DogoHLA	complete
NA19208	asian_matched:DogoHLA-no-graph	complete
NA19209	SpecHLA-IPD365-noFreq	complete
NA19209	T1K-four-field	complete
NA19209	full:DogoHLA	complete
NA19209	full:DogoHLA-no-graph	complete
NA19209	hprc:DogoHLA	complete
NA19209	hprc:DogoHLA-no-graph	complete
NA19209	asian_matched:DogoHLA	complete
NA19209	asian_matched:DogoHLA-no-graph	complete
NA19210	SpecHLA-IPD365-noFreq	complete
NA19210	T1K-four-field	complete
NA19210	full:DogoHLA	complete
NA19210	full:DogoHLA-no-graph	complete
NA19210	hprc:DogoHLA	complete
NA19210	hprc:DogoHLA-no-graph	complete
NA19210	asian_matched:DogoHLA	complete
NA19210	asian_matched:DogoHLA-no-graph	complete
NA19211	SpecHLA-IPD365-noFreq	complete
NA19211	T1K-four-field	complete
NA19211	full:DogoHLA	complete
NA19211	full:DogoHLA-no-graph	complete
NA19211	hprc:DogoHLA	complete
NA19211	hprc:DogoHLA-no-graph	complete
NA19211	asian_matched:DogoHLA	complete
NA19211	asian_matched:DogoHLA-no-graph	complete
NA19221	SpecHLA-IPD365-noFreq	complete
NA19221	T1K-four-field	complete
NA19221	full:DogoHLA	complete
NA19221	full:DogoHLA-no-graph	complete
NA19221	hprc:DogoHLA	complete
NA19221	hprc:DogoHLA-no-graph	complete
NA19221	asian_matched:DogoHLA	complete
NA19221	asian_matched:DogoHLA-no-graph	complete
NA19222	SpecHLA-IPD365-noFreq	complete
NA19222	T1K-four-field	complete
NA19222	full:DogoHLA	complete
NA19222	full:DogoHLA-no-graph	complete
NA19222	hprc:DogoHLA	complete
NA19222	hprc:DogoHLA-no-graph	complete
NA19222	asian_matched:DogoHLA	complete
NA19222	asian_matched:DogoHLA-no-graph	complete
NA19223	SpecHLA-IPD365-noFreq	complete
NA19223	T1K-four-field	complete
NA19223	full:DogoHLA	complete
NA19223	full:DogoHLA-no-graph	complete
NA19223	hprc:DogoHLA	complete
NA19223	hprc:DogoHLA-no-graph	complete
NA19223	asian_matched:DogoHLA	complete
NA19223	asian_matched:DogoHLA-no-graph	complete
NA19307	SpecHLA-IPD365-noFreq	complete
NA19307	T1K-four-field	complete
NA19307	full:DogoHLA	complete
NA19307	full:DogoHLA-no-graph	complete
NA19307	hprc:DogoHLA	complete
NA19307	hprc:DogoHLA-no-graph	complete
NA19307	asian_matched:DogoHLA	complete
NA19307	asian_matched:DogoHLA-no-graph	complete
NA19308	SpecHLA-IPD365-noFreq	complete
NA19308	T1K-four-field	complete
NA19308	full:DogoHLA	complete
NA19308	full:DogoHLA-no-graph	complete
NA19308	hprc:DogoHLA	complete
NA19308	hprc:DogoHLA-no-graph	complete
NA19308	asian_matched:DogoHLA	complete
NA19308	asian_matched:DogoHLA-no-graph	complete
NA19309	SpecHLA-IPD365-noFreq	complete
NA19309	T1K-four-field	complete
NA19309	full:DogoHLA	complete
NA19309	full:DogoHLA-no-graph	complete
NA19309	hprc:DogoHLA	complete
NA19309	hprc:DogoHLA-no-graph	complete
NA19309	asian_matched:DogoHLA	complete
NA19309	asian_matched:DogoHLA-no-graph	complete
NA19310	SpecHLA-IPD365-noFreq	complete
NA19310	T1K-four-field	complete
NA19310	full:DogoHLA	complete
NA19310	full:DogoHLA-no-graph	complete
NA19310	hprc:DogoHLA	complete
NA19310	hprc:DogoHLA-no-graph	complete
NA19310	asian_matched:DogoHLA	complete
NA19310	asian_matched:DogoHLA-no-graph	complete
NA19314	SpecHLA-IPD365-noFreq	complete
NA19314	T1K-four-field	complete
NA19314	full:DogoHLA	complete
NA19314	full:DogoHLA-no-graph	complete
NA19314	hprc:DogoHLA	complete
NA19314	hprc:DogoHLA-no-graph	complete
NA19314	asian_matched:DogoHLA	complete
NA19314	asian_matched:DogoHLA-no-graph	complete
NA19315	SpecHLA-IPD365-noFreq	complete
NA19315	T1K-four-field	complete
NA19315	full:DogoHLA	complete
NA19315	full:DogoHLA-no-graph	complete
NA19315	hprc:DogoHLA	complete
NA19315	hprc:DogoHLA-no-graph	complete
NA19315	asian_matched:DogoHLA	complete
NA19315	asian_matched:DogoHLA-no-graph	complete
NA19316	SpecHLA-IPD365-noFreq	complete
NA19316	T1K-four-field	complete
NA19316	full:DogoHLA	complete
NA19316	full:DogoHLA-no-graph	complete
NA19316	hprc:DogoHLA	complete
NA19316	hprc:DogoHLA-no-graph	complete
NA19316	asian_matched:DogoHLA	complete
NA19316	asian_matched:DogoHLA-no-graph	complete
NA19317	SpecHLA-IPD365-noFreq	complete
NA19317	T1K-four-field	complete
NA19317	full:DogoHLA	complete
NA19317	full:DogoHLA-no-graph	complete
NA19317	hprc:DogoHLA	complete
NA19317	hprc:DogoHLA-no-graph	complete
NA19317	asian_matched:DogoHLA	complete
NA19317	asian_matched:DogoHLA-no-graph	complete
NA19318	SpecHLA-IPD365-noFreq	complete
NA19318	T1K-four-field	complete
NA19318	full:DogoHLA	complete
NA19318	full:DogoHLA-no-graph	complete
NA19318	hprc:DogoHLA	complete
NA19318	hprc:DogoHLA-no-graph	complete
NA19318	asian_matched:DogoHLA	complete
NA19318	asian_matched:DogoHLA-no-graph	complete
NA19319	SpecHLA-IPD365-noFreq	complete
NA19319	T1K-four-field	complete
NA19319	full:DogoHLA	complete
NA19319	full:DogoHLA-no-graph	complete
NA19319	hprc:DogoHLA	complete
NA19319	hprc:DogoHLA-no-graph	complete
NA19319	asian_matched:DogoHLA	complete
NA19319	asian_matched:DogoHLA-no-graph	complete
NA19321	SpecHLA-IPD365-noFreq	complete
NA19321	T1K-four-field	complete
