donor	stratum	family	method	gene	fields	state	eligible	called	correct	allele_matches
NA19185	AFR	Y039	hprc/sampled	DQA1	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc/sampled	DQA1	4	complete	1	1	0	0
NA19185	AFR	Y039	hprc/sampled	DQB1	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc/sampled	DQB1	4	complete	1	1	1	2
NA19185	AFR	Y039	hprc/sampled	DRB1	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc/sampled	DRB1	4	complete	0	0	0	0
NA19185	AFR	Y039	hprc/unsampled	A	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc/unsampled	A	4	complete	1	1	1	2
NA19185	AFR	Y039	hprc/unsampled	B	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc/unsampled	B	4	complete	0	0	0	0
NA19185	AFR	Y039	hprc/unsampled	C	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc/unsampled	C	4	complete	1	1	1	2
NA19185	AFR	Y039	hprc/unsampled	DPA1	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc/unsampled	DPA1	4	complete	0	0	0	0
NA19185	AFR	Y039	hprc/unsampled	DPB1	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc/unsampled	DPB1	4	complete	1	1	1	2
NA19185	AFR	Y039	hprc/unsampled	DQA1	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc/unsampled	DQA1	4	complete	1	1	0	0
NA19185	AFR	Y039	hprc/unsampled	DQB1	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc/unsampled	DQB1	4	complete	1	1	1	2
NA19185	AFR	Y039	hprc/unsampled	DRB1	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc/unsampled	DRB1	4	complete	0	0	0	0
NA19185	AFR	Y039	hprc_asian/sampled	A	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc_asian/sampled	A	4	complete	1	1	1	2
NA19185	AFR	Y039	hprc_asian/sampled	B	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc_asian/sampled	B	4	complete	0	0	0	0
NA19185	AFR	Y039	hprc_asian/sampled	C	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc_asian/sampled	C	4	complete	1	1	1	2
NA19185	AFR	Y039	hprc_asian/sampled	DPA1	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc_asian/sampled	DPA1	4	complete	0	0	0	0
NA19185	AFR	Y039	hprc_asian/sampled	DPB1	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc_asian/sampled	DPB1	4	complete	1	1	1	2
NA19185	AFR	Y039	hprc_asian/sampled	DQA1	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc_asian/sampled	DQA1	4	complete	1	1	0	0
NA19185	AFR	Y039	hprc_asian/sampled	DQB1	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc_asian/sampled	DQB1	4	complete	1	1	1	2
NA19185	AFR	Y039	hprc_asian/sampled	DRB1	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc_asian/sampled	DRB1	4	complete	0	0	0	0
NA19185	AFR	Y039	hprc_asian/unsampled	A	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc_asian/unsampled	A	4	complete	1	1	1	2
NA19185	AFR	Y039	hprc_asian/unsampled	B	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc_asian/unsampled	B	4	complete	0	0	0	0
NA19185	AFR	Y039	hprc_asian/unsampled	C	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc_asian/unsampled	C	4	complete	1	1	1	2
NA19185	AFR	Y039	hprc_asian/unsampled	DPA1	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc_asian/unsampled	DPA1	4	complete	0	0	0	0
NA19185	AFR	Y039	hprc_asian/unsampled	DPB1	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc_asian/unsampled	DPB1	4	complete	1	1	1	2
NA19185	AFR	Y039	hprc_asian/unsampled	DQA1	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc_asian/unsampled	DQA1	4	complete	1	1	0	0
NA19185	AFR	Y039	hprc_asian/unsampled	DQB1	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc_asian/unsampled	DQB1	4	complete	1	1	1	2
NA19185	AFR	Y039	hprc_asian/unsampled	DRB1	2	complete	1	1	1	2
NA19185	AFR	Y039	hprc_asian/unsampled	DRB1	4	complete	0	0	0	0
