donor	ancestry	population	family	gourraud_overlap	matched64	eligibility	cram
HG03268	AFR	ESN	NG64	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242587/HG03268.final.cram
HG03279	AFR	ESN	NG68	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242592/HG03279.final.cram
HG03280	AFR	ESN	NG68	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242591/HG03280.final.cram
HG03291	AFR	ESN	NG72	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242593/HG03291.final.cram
HG03294	AFR	ESN	NG73	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242595/HG03294.final.cram
HG03295	AFR	ESN	NG73	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242594/HG03295.final.cram
HG03297	AFR	ESN	NG74	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242992/HG03297.final.cram
HG03298	AFR	ESN	NG74	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242993/HG03298.final.cram
HG03300	AFR	ESN	NG75	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242597/HG03300.final.cram
HG03301	AFR	ESN	NG75	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242596/HG03301.final.cram
HG03303	AFR	ESN	NG76	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242994/HG03303.final.cram
HG03304	AFR	ESN	NG76	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242995/HG03304.final.cram
HG03306	AFR	ESN	NG77	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989152/HG03306.final.cram
HG03307	AFR	ESN	NG77	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989153/HG03307.final.cram
HG03309	AFR	ESN	NG78	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989155/HG03309.final.cram
HG03311	AFR	ESN	NG78	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242996/HG03311.final.cram
HG03312	AFR	ESN	NG79	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989157/HG03312.final.cram
HG03313	AFR	ESN	NG79	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242997/HG03313.final.cram
HG03342	AFR	ESN	NG89	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242624/HG03342.final.cram
HG03343	AFR	ESN	NG89	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242623/HG03343.final.cram
HG03351	AFR	ESN	NG92	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242998/HG03351.final.cram
HG03352	AFR	ESN	NG92	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242999/HG03352.final.cram
HG03354	AFR	ESN	NG93	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243000/HG03354.final.cram
HG03363	AFR	ESN	NG96	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243001/HG03363.final.cram
HG03366	AFR	ESN	NG97	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242599/HG03366.final.cram
HG03367	AFR	ESN	NG97	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242598/HG03367.final.cram
HG03372	AFR	ESN	NG99	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243002/HG03372.final.cram
HG03373	AFR	ESN	NG99	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989163/HG03373.final.cram
HG03499	AFR	ESN	NG102	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243003/HG03499.final.cram
HG03511	AFR	ESN	NG106	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243004/HG03511.final.cram
HG03517	AFR	ESN	NG108	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243005/HG03517.final.cram
HG03518	AFR	ESN	NG108	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3243006/HG03518.final.cram
HG02461	AFR	GWD	GB15	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242357/HG02461.final.cram
HG02462	AFR	GWD	GB15	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242358/HG02462.final.cram
HG02464	AFR	GWD	GB16	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242359/HG02464.final.cram
HG02465	AFR	GWD	GB16	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242360/HG02465.final.cram
HG02561	AFR	GWD	GB18	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242361/HG02561.final.cram
HG02562	AFR	GWD	GB18	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242362/HG02562.final.cram
HG02568	AFR	GWD	GB20	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242940/HG02568.final.cram
HG02573	AFR	GWD	GB22	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242365/HG02573.final.cram
HG02574	AFR	GWD	GB22	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242366/HG02574.final.cram
HG02585	AFR	GWD	GB24	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242369/HG02585.final.cram
HG02586	AFR	GWD	GB24	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242370/HG02586.final.cram
HG02588	AFR	GWD	GB25	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242371/HG02588.final.cram
HG02589	AFR	GWD	GB25	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242372/HG02589.final.cram
HG02594	AFR	GWD	GB27	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242373/HG02594.final.cram
HG02595	AFR	GWD	GB27	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242374/HG02595.final.cram
HG02610	AFR	GWD	GB28	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242417/HG02610.final.cram
HG02611	AFR	GWD	GB28	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242418/HG02611.final.cram
HG02623	AFR	GWD	GB32	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242379/HG02623.final.cram
HG02624	AFR	GWD	GB32	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242380/HG02624.final.cram
HG02634	AFR	GWD	GB35	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242419/HG02634.final.cram
HG02635	AFR	GWD	GB35	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242420/HG02635.final.cram
HG02642	AFR	GWD	GB37	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242383/HG02642.final.cram
HG02643	AFR	GWD	GB37	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242384/HG02643.final.cram
HG02675	AFR	GWD	GB43	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242389/HG02675.final.cram
HG02676	AFR	GWD	GB43	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242390/HG02676.final.cram
HG02678	AFR	GWD	GB44	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242391/HG02678.final.cram
HG02679	AFR	GWD	GB44	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242392/HG02679.final.cram
HG02702	AFR	GWD	GB45	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242393/HG02702.final.cram
HG02703	AFR	GWD	GB45	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242394/HG02703.final.cram
HG02756	AFR	GWD	GB53	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242455/HG02756.final.cram
HG02757	AFR	GWD	GB53	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242456/HG02757.final.cram
HG02759	AFR	GWD	GB54	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242941/HG02759.final.cram
HG02760	AFR	GWD	GB54	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242942/HG02760.final.cram
HG02762	AFR	GWD	GB55	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989066/HG02762.final.cram
HG02763	AFR	GWD	GB55	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242943/HG02763.final.cram
HG02768	AFR	GWD	GB57	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242423/HG02768.final.cram
HG02769	AFR	GWD	GB57	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242424/HG02769.final.cram
HG02771	AFR	GWD	GB58	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242425/HG02771.final.cram
HG02772	AFR	GWD	GB58	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242426/HG02772.final.cram
HG02798	AFR	GWD	GB60	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242427/HG02798.final.cram
HG02799	AFR	GWD	GB60	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242428/HG02799.final.cram
HG02804	AFR	GWD	GB62	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242429/HG02804.final.cram
HG02805	AFR	GWD	GB62	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242430/HG02805.final.cram
HG02810	AFR	GWD	GB64	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242433/HG02810.final.cram
HG02811	AFR	GWD	GB64	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242434/HG02811.final.cram
HG02813	AFR	GWD	GB65	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242435/HG02813.final.cram
HG02814	AFR	GWD	GB65	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242436/HG02814.final.cram
HG02819	AFR	GWD	GB67	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242531/HG02819.final.cram
HG02820	AFR	GWD	GB67	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242532/HG02820.final.cram
HG02836	AFR	GWD	GB73	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242459/HG02836.final.cram
HG02837	AFR	GWD	GB73	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242460/HG02837.final.cram
HG02851	AFR	GWD	GB78	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242439/HG02851.final.cram
HG02852	AFR	GWD	GB78	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242440/HG02852.final.cram
HG02854	AFR	GWD	GB79	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242533/HG02854.final.cram
HG02855	AFR	GWD	GB79	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242534/HG02855.final.cram
HG02860	AFR	GWD	GB81	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242461/HG02860.final.cram
HG02861	AFR	GWD	GB81	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242462/HG02861.final.cram
HG02869	AFR	GWD	GB84	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989087/HG02869.final.cram
HG02870	AFR	GWD	GB84	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242944/HG02870.final.cram
HG02878	AFR	GWD	GB87	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242945/HG02878.final.cram
HG02879	AFR	GWD	GB87	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242946/HG02879.final.cram
HG02881	AFR	GWD	GB88	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242947/HG02881.final.cram
HG02882	AFR	GWD	GB88	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242948/HG02882.final.cram
HG02887	AFR	GWD	GB90	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242441/HG02887.final.cram
HG02888	AFR	GWD	GB90	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242442/HG02888.final.cram
HG02890	AFR	GWD	GB91	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242465/HG02890.final.cram
HG02891	AFR	GWD	GB91	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242466/HG02891.final.cram
HG02895	AFR	GWD	GB93	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242443/HG02895.final.cram
HG02896	AFR	GWD	GB93	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242444/HG02896.final.cram
HG03024	AFR	GWD	GB105	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242523/HG03024.final.cram
HG03025	AFR	GWD	GB105	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242524/HG03025.final.cram
HG03027	AFR	GWD	GB106	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242445/HG03027.final.cram
HG03028	AFR	GWD	GB106	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242446/HG03028.final.cram
HG03033	AFR	GWD	GB108	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989111/HG03033.final.cram
HG03034	AFR	GWD	GB108	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989112/HG03034.final.cram
HG03045	AFR	GWD	GB112	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242449/HG03045.final.cram
HG03046	AFR	GWD	GB112	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242450/HG03046.final.cram
HG03240	AFR	GWD	GB114	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242525/HG03240.final.cram
HG03241	AFR	GWD	GB114	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242526/HG03241.final.cram
HG03246	AFR	GWD	GB116	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242527/HG03246.final.cram
HG03247	AFR	GWD	GB116	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242528/HG03247.final.cram
HG03249	AFR	GWD	GB117	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989142/HG03249.final.cram
HG03250	AFR	GWD	GB117	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989143/HG03250.final.cram
HG03258	AFR	GWD	GB120	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242453/HG03258.final.cram
HG03259	AFR	GWD	GB120	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242454/HG03259.final.cram
NA19017	AFR	LWK	NA19017	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239683/NA19017.final.cram
NA19019	AFR	LWK	NA19019	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239684/NA19019.final.cram
NA19020	AFR	LWK	NA19020	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239685/NA19020.final.cram
NA19023	AFR	LWK	NA19023	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239686/NA19023.final.cram
NA19024	AFR	LWK	NA19024	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239687/NA19024.final.cram
NA19025	AFR	LWK	NA19025	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239688/NA19025.final.cram
NA19026	AFR	LWK	NA19026	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239689/NA19026.final.cram
NA19027	AFR	LWK	NA19027	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239690/NA19027.final.cram
NA19028	AFR	LWK	NA19028	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239691/NA19028.final.cram
NA19030	AFR	LWK	NA19030	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239692/NA19030.final.cram
NA19031	AFR	LWK	NA19031	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239693/NA19031.final.cram
NA19035	AFR	LWK	NA19035	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239694/NA19035.final.cram
NA19037	AFR	LWK	NA19037	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239696/NA19037.final.cram
NA19038	AFR	LWK	NA19038	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239697/NA19038.final.cram
NA19041	AFR	LWK	NA19041	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239698/NA19041.final.cram
NA19042	AFR	LWK	NA19042	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239699/NA19042.final.cram
NA19307	AFR	LWK	NA19307	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239704/NA19307.final.cram
NA19308	AFR	LWK	NA19308	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239705/NA19308.final.cram
NA19309	AFR	LWK	NA19309	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239706/NA19309.final.cram
NA19310	AFR	LWK	NA19310	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239707/NA19310.final.cram
NA19312	AFR	LWK	NA19312	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239708/NA19312.final.cram
NA19314	AFR	LWK	NA19314	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239709/NA19314.final.cram
NA19315	AFR	LWK	NA19315	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239710/NA19315.final.cram
NA19316	AFR	LWK	NA19316	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239711/NA19316.final.cram
NA19317	AFR	LWK	NA19317	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239712/NA19317.final.cram
NA19318	AFR	LWK	NA19318	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239713/NA19318.final.cram
NA19319	AFR	LWK	NA19319	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239714/NA19319.final.cram
NA19320	AFR	LWK	NA19320	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239715/NA19320.final.cram
NA19321	AFR	LWK	NA19321	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239716/NA19321.final.cram
NA19323	AFR	LWK	NA19323	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239717/NA19323.final.cram
NA19324	AFR	LWK	NA19324	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239718/NA19324.final.cram
NA19327	AFR	LWK	NA19327	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239719/NA19327.final.cram
NA19328	AFR	LWK	NA19328	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239720/NA19328.final.cram
NA19331	AFR	LWK	LWK001	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239721/NA19331.final.cram
NA19332	AFR	LWK	NA19332	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239722/NA19332.final.cram
NA19334	AFR	LWK	NA19334	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239723/NA19334.final.cram
NA19346	AFR	LWK	NA19346	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239725/NA19346.final.cram
NA19347	AFR	LWK	NA19347	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239726/NA19347.final.cram
NA19350	AFR	LWK	NA19350	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239727/NA19350.final.cram
